a,b,count_a,count_b,succ_cos,pred_cos,score
s,chdy,328,108,0.27905204445834747,0.5042616878374009,0.3466149374720635
am,dor,115,63,0.38065327393288806,0.26701936653595587,0.3465631017138084
tol,sheo,42,46,0.3641878864544641,0.3053810016799208,0.3465458210221011
shy,shckhy,94,55,0.3159472061221858,0.4176303620210694,0.34645215289185083
s,aly,328,39,0.3433621617534307,0.353394635443188,0.3463719038603579
dor,lor,63,38,0.35635580741478917,0.3226953385988059,0.34625766676999414
shey,d,344,53,0.31643793663595365,0.4153008675314374,0.3460968159045988
kal,shor,30,91,0.3735874334178471,0.28148482659825,0.34595665137196796
ckhey,chos,32,42,0.39944600330596575,0.22065523238318158,0.34580877202913046
cthy,qo,100,51,0.3834323262809349,0.2579027838687191,0.3457734635572701
ckhey,kal,32,30,0.313876225594891,0.4198948305572897,0.34568180708361057
or,sheo,390,46,0.29238486162684385,0.4700039274021124,0.3456705813594244
ol,dam,588,59,0.3050069836820917,0.4403168186279693,0.345599934165855
qol,key,147,33,0.332892339372108,0.3750662248699947,0.345544505021474
am,shckhy,115,55,0.3328153135981427,0.37517373117348546,0.34552283887074553
kchy,d,36,53,0.3516900654627112,0.33095386496880924,0.3454692053145406
cthol,chos,55,42,0.3782064515931379,0.2688411250839799,0.34539685364039047
chal,key,59,33,0.36971899647859524,0.2880817096390735,0.34522781042673867
shar,sol,34,63,0.3568801470236022,0.3179798316079956,0.3452100523989202
ckhy,sor,38,43,0.3333846430132083,0.3727888958198202,0.34520591885519186
shar,lor,34,38,0.35170932648101044,0.3299191854053965,0.34517228415832624
ckhey,r,32,196,0.3414965673227293,0.3536732380088074,0.3451495685285527
kol,qol,35,147,0.37672144947046127,0.2709491717926885,0.34498976616712945
ar,tol,449,42,0.3988981958005326,0.21869003807211773,0.34483574848200815
sy,qoky,40,137,0.39843421146480074,0.21953130416069025,0.34476333927356756
tol,cheo,42,75,0.35924485156843416,0.3105755163004006,0.3446440509880241
cthy,chedy,100,341,0.38668615253341276,0.24631774634469797,0.3445756306767983
d,oly,53,65,0.3307501620532066,0.3767615652716527,0.3445535830187404
shor,al,91,311,0.38340934582559666,0.25380197810158633,0.34452713550839353
ain,sal,149,48,0.3906987983005681,0.23659890268048678,0.34446882961454367
oly,air,65,95,0.3224481161892294,0.39578453205351755,0.34444904094851586
tol,tar,42,43,0.3258208320610573,0.3877551020408162,0.3444011130549849
she,sheo,41,46,0.35398987493829753,0.3220189474730416,0.34439859669872075
shody,shcthy,50,30,0.36377731707416705,0.29911767731819006,0.34437942514737396
ain,qoty,149,84,0.42971542070579527,0.14457795836834142,0.34417418200455907
sy,shey,40,344,0.30869451157637645,0.4265105022917586,0.3440393087909911
chol,char,367,79,0.3064406813515023,0.43174128394663475,0.344030862130042
ches,qoky,44,137,0.413213891726546,0.1822759078401404,0.3439324965606243
dor,key,63,33,0.3730637194113577,0.2750000000000001,0.3436446035879504
am,key,115,33,0.34483998468076354,0.34031880048700264,0.3434836294226352
sal,dor,48,63,0.3121442689634083,0.4162825233426289,0.34338574527717447
chdy,sheo,108,46,0.34467081659174464,0.34031491901240024,0.34336404731794135
chody,qo,80,51,0.3675735220573526,0.286550932558501,0.3432667452076971
kal,lor,30,38,0.3027257708108768,0.4378441519238072,0.3432612851447559
lol,cthor,35,45,0.42993776807283374,0.14064831750834433,0.3431509329034869
or,ckhy,390,38,0.32099228068045,0.3938241037709516,0.34284182760760046
chy,air,197,95,0.3165274540561062,0.40362403235531347,0.34265642754586834
char,chody,79,80,0.32743069301272354,0.3777142948529872,0.3425157735648026
kchy,o,36,114,0.3783734631666848,0.2586976235523912,0.3424707112823967
dal,aly,190,39,0.373696196073987,0.26961052838030874,0.3424704957658835
shody,tar,50,43,0.3727096632276431,0.2718578774642342,0.3424541274986204
chol,lol,367,35,0.3892853541597846,0.23278904039384904,0.34233646003000395
cthey,shcthy,47,30,0.34147563146024396,0.3442230225777417,0.34229984879549324
cthol,shcthy,55,30,0.37341760677083075,0.2695567386937954,0.34225934634772015
dor,l,63,156,0.39370358644215225,0.22217710159619106,0.34224564098836385
sho,sal,118,48,0.36277509415066894,0.2939572067082067,0.3421297279179303
chody,o,80,114,0.30903305062242514,0.4188959124577197,0.3419919091730135
ckhey,ches,32,44,0.38959786287304593,0.2307862541009911,0.34195438024142943
qo,shcthy,51,30,0.35113021473760164,0.32031331768386817,0.3418851456214816
shar,kal,34,30,0.33385056353178716,0.36028943129182345,0.341782223859798
am,sal,115,48,0.3857468582524703,0.23915808822084175,0.34177022724298173
cthor,sol,45,63,0.35260568713088214,0.316147603499343,0.34166826204142037
ain,ody,149,38,0.3775196934510759,0.25794642822321767,0.3416477138827184
ody,l,38,156,0.38370830971006215,0.24324052952354128,0.34156797565410585
shar,chl,34,33,0.3254297806260789,0.37871720866357655,0.34141600903732816
cthol,al,55,311,0.39335946109923486,0.21995959036179827,0.3413394998780039
r,ody,196,38,0.3436356776310197,0.33597506106255437,0.3413374926604801
dair,shedy,93,255,0.33300694684812837,0.36057466942424715,0.341277263620964
cho,sal,77,48,0.3312651485741685,0.3645966106316679,0.3412645871914183
chcthy,o,84,114,0.3349073131635671,0.3560903178484481,0.3412622145690314
sal,chckhy,48,141,0.38039051252485917,0.24941485474330188,0.34109781519039195
shody,kar,50,58,0.34954630251852364,0.3204955402253638,0.34083107383057565
ches,chedy,44,341,0.3281119670686622,0.37034803548366374,0.3407827875931626
shar,cthol,34,55,0.29462062179201354,0.4481920619977346,0.3406920538537298
sho,qo,118,51,0.37587187945181794,0.2582860565800981,0.34059613259030197
daly,lor,33,38,0.349599646309979,0.31947317069844305,0.34056170362651816
ckhy,sol,38,63,0.3277700473317191,0.3700978284148701,0.3404683816566644
s,chedy,328,341,0.2638440758010017,0.5189614856495947,0.3403792987555796
sy,dol,40,97,0.3364552096383896,0.3495265180849011,0.340376602172343
sheo,o,46,114,0.3150298598670734,0.3994062048287385,0.3403427633555729
chdy,ckhy,108,38,0.3376400907917278,0.34619481837937316,0.3402065090680214
she,shcthy,41,30,0.38671118554640427,0.23131058591418432,0.3400910056567383
sy,lor,40,38,0.34725598579463,0.3228299910587152,0.33992818737385555
r,ckhy,196,38,0.33443274167694104,0.35240455444260316,0.3398242855066396
d,dor,53,63,0.37134362654611125,0.2662036094836575,0.3398016214273751
am,chckhy,115,141,0.3283937769618154,0.36593200514630836,0.33965524541716324
char,qol,79,147,0.3948164457691559,0.21080926199600428,0.33961429063721044
chor,l,215,156,0.38471643221493657,0.2340080878710077,0.3395039289117579
y,sal,210,48,0.36614518702609694,0.27732415259800697,0.3394988766976699
sor,chl,43,33,0.34755868328604034,0.3198327992569234,0.3392409180773052
tol,lol,42,35,0.35825595194848936,0.29485463678702656,0.3392355574000505
chcthy,sheo,84,46,0.3398142367142899,0.33754111167367273,0.33913229920210475
kal,chos,30,42,0.3065966247579477,0.41487608396567455,0.33908046252026575
ckhy,shcthy,38,30,0.3470810871512607,0.32027989850707084,0.3390407305580037
ody,lor,38,38,0.3430892069189936,0.32928896671073093,0.3389491348565148
dam,sheo,59,46,0.31246621438986827,0.4007267036076356,0.33894436115519844
kol,she,35,41,0.33225158166081553,0.35443776058163756,0.33890743533706214
shar,qoty,34,84,0.34403497943032985,0.3268167766951292,0.33886951860976966
tol,o,42,114,0.3687136325122057,0.269047619047619,0.33881382847282965
oly,sheo,65,46,0.33164176070556106,0.35541528157802593,0.33877381696730047
sho,kal,118,30,0.37227868037108575,0.2605398667483188,0.3387570362842557
am,qoty,115,84,0.39614638516092066,0.204332280769647,0.33860215384353853
she,sal,41,48,0.3562678138360488,0.29686121720171016,0.3384458348457472
ody,sol,38,63,0.3702266498090822,0.26385471757337264,0.3383150701383693
chal,cthor,59,45,0.3508238876542565,0.30830263014755815,0.338067510402247
shar,tol,34,42,0.34423552065688584,0.32357656669003054,0.3380378344668292
sal,qoty,48,84,0.3332902204540614,0.34910425402992123,0.33803443052681936
chor,aly,215,39,0.3228985488698628,0.37334333162499705,0.3380319836964031
ckhy,qoty,38,84,0.3596916635734534,0.2874006244647551,0.33800435184084393
cthor,cheo,45,75,0.3671074602540002,0.27001509341758984,0.3379797502030771
shey,lol,344,35,0.3561358581691129,0.29512020589102234,0.33783116248568573
d,lol,53,35,0.3968203903718884,0.2001182032273592,0.3378097342285296
daly,qol,33,147,0.27797914443343014,0.47696235019234595,0.3376741061611048
ches,shckhy,44,55,0.32931407869791124,0.3568901988498531,0.3375869147434938
ckhy,kar,38,58,0.3890819597658024,0.21736334584930547,0.33756637559085334
cthol,chcthy,55,84,0.3147741059226253,0.39063262961805595,0.3375316630312545
qoty,o,84,114,0.3095137999601897,0.40265880903731627,0.33745730268332763
shcthy,shedy,30,255,0.37021933577488997,0.2605330799138414,0.3373134590165754
chdy,kol,108,35,0.3592907300537621,0.28583514503858726,0.33725405454920965
lol,o,35,114,0.33428702630058066,0.3431876713662333,0.33695721982027643
she,cthey,41,47,0.31624865775312855,0.38493275821428424,0.33685388789147525
or,kal,390,30,0.2815719601360271,0.4657932099686569,0.336838335085816
ckhey,sor,32,43,0.3525821049349935,0.29941883598775537,0.33663312425082204
cthol,tar,55,43,0.34253906088774155,0.32242525156145424,0.33650491808985533
sho,she,118,41,0.31904895971056474,0.37702205647410225,0.33644088873962597
cthey,chl,47,33,0.3500330859763466,0.3045820446186546,0.336397773569039
cthey,shckhy,47,55,0.2915402911634149,0.4407496533652256,0.3363030998239581
kar,chl,58,33,0.3533029283807915,0.2965592839068134,0.3362798350385981
kchy,chcthy,36,84,0.4019157311051022,0.18312168227186015,0.33627751645512954
cheo,sol,75,63,0.3458933363728868,0.3138211685303443,0.336271686020124
lol,qo,35,51,0.30975900009223,0.39783472581043156,0.33618171780769046
kal,ches,30,44,0.2872295221281161,0.4495752712597768,0.3359332468676143
ar,ckhy,449,38,0.3443073948009887,0.3161206707971582,0.3358513775998395
cho,am,77,115,0.2964890812666724,0.42764396315302267,0.33583554583257746
ain,dor,149,63,0.39488658053763126,0.19796378054686775,0.3358097405404022
lol,sar,35,77,0.35152245655423275,0.29907848218242356,0.33578926424268996
chy,sal,197,48,0.32647456411815173,0.3570015602824408,0.33563266296743843
sheo,lor,46,38,0.36165037560382324,0.2743740571994776,0.33546748008251953
kchy,lor,36,38,0.37255918014942374,0.2486342522839818,0.33538170178979115
dam,ches,59,44,0.3503824441133674,0.2999999999999999,0.3352677108793571
chdy,chos,108,42,0.3084418741265572,0.39774756441743314,0.33523358121381996
oky,shedy,103,255,0.31015488905468114,0.39298231729428296,0.33500311752656164
ar,dam,449,59,0.34967968205444366,0.3004238548484698,0.33490293389265147
or,shody,390,50,0.31580105922262736,0.3794643379220439,0.3349000428324523
ody,ches,38,44,0.3218354886495758,0.3653347309644333,0.334885261344033
chckhy,aly,141,39,0.3505030962609183,0.29842428499881407,0.334879452882287
chdy,shor,108,91,0.35970513458087217,0.27657998495668334,0.33476758969361553
cthol,kar,55,58,0.3275083787538556,0.3515066333848191,0.3347078551431446
ckhey,dair,32,93,0.3584345899740585,0.279272963747025,0.33468610210594846
dal,shcthy,190,30,0.3584625888932239,0.2790112892480324,0.3346271989996664
am,qoky,115,137,0.39582477955424605,0.1915258211775817,0.3345350920412467
ckhy,l,38,156,0.38213135211286287,0.22338875108890419,0.3345085718056752
chdy,sal,108,48,0.3254701143224262,0.3553067656649289,0.33442110972517697
lol,dy,35,204,0.3567600959290392,0.2822712951567012,0.33441345569733777
ain,ckhy,149,38,0.3841884740321294,0.21751537402661433,0.3341865440304749
al,cthor,311,45,0.3650066933359805,0.2621992369302322,0.334164456414256
cthol,o,55,114,0.33017956972892254,0.34272610073384197,0.33394352903039837
sy,kar,40,58,0.313172353628035,0.38217896711957994,0.33387433767549846
kol,ches,35,44,0.3385016001931651,0.3226020335832868,0.3337317302102016
cthy,cheo,100,75,0.3523273479020122,0.28963412394484606,0.3335193807148623
sho,chos,118,42,0.34887539963354036,0.29760328626361054,0.3334937656225614
oty,l,114,156,0.3755356655730635,0.23534469797654606,0.3334783752941083
oly,sar,65,77,0.29007971719541403,0.4345053388656606,0.33340740369648797
shar,l,34,156,0.371071560182711,0.2452937237054634,0.3333382092395367
cthy,tar,100,43,0.3076710642546003,0.3929238513012954,0.3332469003686088
chl,shedy,33,255,0.23931591394591212,0.5522806226854683,0.33320532656777896
chcthy,ody,84,38,0.33515049933262264,0.3282657669481543,0.3330850796172821
kol,sor,35,43,0.3450670074158844,0.30493580141702464,0.33302764561622644
oty,shckhy,114,55,0.3105286692555887,0.38535391961434207,0.3329762443632147
tol,dam,42,59,0.3553210713221074,0.28064934819640214,0.3329195543843958
tar,daly,43,33,0.2992881910137398,0.4112767887187114,0.3328847703252313
kchy,shcthy,36,30,0.39183151476499467,0.19498023640345707,0.3327761312565334
qoky,o,137,114,0.3534256329725122,0.2845634095668792,0.33276696595082234
chody,chos,80,42,0.3016344858304279,0.4050256296046829,0.3326518289627044
ar,sho,449,118,0.331534253782094,0.33475827281820464,0.3325014594929272
shody,l,50,156,0.38936749123741116,0.19912284152009688,0.33229409632221685
chal,kchy,59,36,0.3933510075855762,0.18966850756968356,0.3322462575808084
chol,d,367,53,0.3504269857936906,0.289636273509574,0.33218977210845557
she,ckhy,41,38,0.3260736358896437,0.34641684374410775,0.3321765982459829
ar,sol,449,63,0.3652710662566984,0.25477236827555216,0.3321214568623545
tar,shcthy,43,30,0.3337035028287255,0.32839758350439474,0.3321117270314263
am,chl,115,33,0.24928137888463198,0.5241620106390092,0.33174556841094516
ckhy,lol,38,35,0.385685746267845,0.20561645650041616,0.3316649593376163
cheo,shedy,75,255,0.22313771604316351,0.5840450487128064,0.3314099158440563
r,kal,196,30,0.27694113761021183,0.4581929813943623,0.331316690745457
shar,qoky,34,137,0.33232866653443266,0.32882980544390417,0.3312790082072741
sho,char,118,79,0.31380889930780625,0.3718102754577106,0.33120931215277755
s,shor,328,91,0.3362115274400703,0.3194469313373261,0.33118214860924705
dam,tar,59,43,0.29407444535655375,0.4175514692678177,0.3311175525299329
sheo,cheo,46,75,0.329012961140387,0.33518893233251623,0.33086575249802574
d,she,53,41,0.3913364886533895,0.1891751411854982,0.3306880844130221
dor,shedy,63,255,0.28839542014086755,0.42908568811850656,0.33060250053415924
shey,aly,344,39,0.30447629504316154,0.39080938490115047,0.3303762220005582
qoky,shcthy,137,30,0.3537058788568718,0.2757993956033293,0.330333933880809
sy,shcthy,40,30,0.3525834206158178,0.27834381081058973,0.33031153767424937
kchy,sol,36,63,0.3868686833045014,0.19815320371467632,0.3302540394275538
ar,shor,449,91,0.3010822108521157,0.39829457281182795,0.33024591944002935
chal,am,59,115,0.331438140751014,0.3273964349370319,0.33022562900681934
chl,key,33,33,0.3489283537770517,0.2860387767736776,0.33006148067603946
chcthy,cheo,84,75,0.3076544448597404,0.3819955421496269,0.32995677404670637
char,lol,79,35,0.3804457819785671,0.21204200106469623,0.3299246477044058
chl,sol,33,63,0.3502254852037321,0.28250858038812937,0.3299104137590513
am,cthey,115,47,0.3083581818753752,0.38003537871239884,0.3298613409264823
lol,sheo,35,46,0.3716707584222625,0.23221616906671472,0.3298343816155982
sy,chcthy,40,84,0.3204468796637013,0.3514825486856325,0.32975758037028063
ar,sy,449,40,0.35606103645925835,0.2677268954760039,0.329560794164282
or,shor,390,91,0.30405714123903077,0.3888987526499125,0.3295096246622953
ckhy,lor,38,38,0.3467920314105206,0.2891807296941918,0.32950864089562193
chdy,ches,108,44,0.31028421254434063,0.374234066278895,0.32946916866470694
d,dol,53,97,0.3601833977341444,0.25777609469320456,0.3294612068218624
sal,qol,48,147,0.37846537527328294,0.21500586821772197,0.3294275231566146
o,air,114,95,0.29290512230323645,0.4144659604848015,0.3293733737577059
chcthy,chos,84,42,0.334832625520404,0.31561444353984724,0.32906717092623694
qo,cthor,51,45,0.36864380447311945,0.2355096260175284,0.3287035509364421
lol,ches,35,44,0.3466624324178234,0.2866856802236258,0.3286694067595641
ckhey,sol,32,63,0.35548428649087377,0.26567577458712666,0.32854173291974964
chdy,r,108,196,0.3041649183843458,0.38482484661810973,0.32836289685447495
d,qo,53,51,0.3741663045247855,0.2212103645732869,0.3282795225393359
chos,chl,42,33,0.3375199026004125,0.30664510644057,0.32825746375245973
sheo,sol,46,63,0.3425320022179013,0.29489603124177544,0.32824121092506353
shody,ain,50,149,0.40037030514486144,0.15976849627186335,0.328189762482962
cthol,sol,55,63,0.34756651773913305,0.28260947127300334,0.3280794037992941
dol,qo,97,51,0.3599520400518953,0.2529188482058094,0.3278420824980695
qo,air,51,95,0.38949605380019703,0.18305494709359504,0.3275637217882164
kar,aly,58,39,0.37019019145515114,0.2271360051523312,0.3272739355643051
lol,dor,35,63,0.3665402338726201,0.23553682162163653,0.327239210197325
kchy,chedy,36,341,0.3805111194527374,0.2024292434177283,0.3270865566422346
kar,sol,58,63,0.35417792215126925,0.26336685298914064,0.32693460140263064
dam,key,59,33,0.29906725859840105,0.39131189606246314,0.32674064983761963
chcthy,sar,84,77,0.32972408264851133,0.31971492969259935,0.3267213367617377
dor,ody,63,38,0.3707567177177203,0.22279453444856465,0.3263680627369736
chol,qol,367,147,0.36944685920192605,0.22569988311594316,0.32632276637613117
dair,shckhy,93,55,0.30631344253860515,0.37288586962373366,0.3262851706641437
or,ckhey,390,32,0.3306887341919009,0.31547741557719994,0.3261253386074906
ar,shody,449,50,0.3238022076811888,0.3313286837632368,0.32606015050580317
char,kol,79,35,0.3374204456637045,0.2993051434983588,0.32598585501410077
chol,air,367,95,0.31640780956599923,0.3479450698897634,0.3258689876631285
shor,shckhy,91,55,0.34190307764015904,0.28789343228009934,0.3257001840321411
cho,qol,77,147,0.3907046766896666,0.1739927740589924,0.32569110590046435
cho,aly,77,39,0.28511240114923325,0.42029898562248863,0.32566837649120983
chody,sar,80,77,0.28289694472949534,0.4241865901553191,0.32528383835724245
chl,lor,33,38,0.3628925156406677,0.23721733771654935,0.32518996226343216
dam,shckhy,59,55,0.30050713505100085,0.3818534729839866,0.3249110364308966
chos,qoky,42,137,0.3486979462127777,0.26901379342448517,0.32479270037628993
shor,shcthy,91,30,0.3398968845790322,0.2888375671614558,0.3245790893537593
kchy,aly,36,39,0.39197797103440374,0.16667104267041333,0.3243858925252066
d,qoky,53,137,0.38955653502820436,0.17155259005160914,0.32415535153522573
chor,lor,215,38,0.35631825388385274,0.2483779500153129,0.32393616272329073
kol,ain,35,149,0.4051354606817373,0.13393485974444028,0.32377528040054815
sho,chal,118,59,0.3150166222650353,0.3438841209103706,0.32367687185863586
shol,aly,176,39,0.3377065667952599,0.29032320937699047,0.32349155956977904
kar,qoky,58,137,0.36089375454051864,0.23607383401013793,0.3234477783814044
kar,shedy,58,255,0.29299617849000964,0.39416815129303545,0.32334777033091733
am,ody,115,38,0.25905724413284575,0.4729960087784493,0.3232388735265268
oly,aly,65,39,0.2942223440394049,0.39054901315611984,0.32312034477441937
shey,kchy,344,36,0.37623144378045165,0.1970506819446971,0.3224772152297253
sal,oty,48,114,0.3500353588928517,0.2581744979952058,0.32247710062355794
ar,ckhey,449,32,0.36136049923949115,0.23156319471206727,0.32242130788126394
sor,shcthy,43,30,0.28794215930615763,0.40275204167989814,0.3223851240182798
sy,qo,40,51,0.3402069087198859,0.2806575806191598,0.3223421102896681
kol,chcthy,35,84,0.35586155995237184,0.24350957853720587,0.32215596552782205
kchy,shor,36,91,0.3790505974547104,0.18934056017974232,0.32213758627221994
kol,o,35,114,0.2824048513718777,0.41446565814525793,0.3220230934038918
cthol,ches,55,44,0.29484505132868943,0.3850485974007027,0.3219061151502934
r,shor,196,91,0.3295565945196606,0.3039277176046937,0.3218679314451705
cthy,lol,100,35,0.3852731440529158,0.17146795414172977,0.32113158707955997
shar,shor,34,91,0.3187852511749617,0.32653965580946276,0.321111572565312
ckhey,oly,32,65,0.3063857527128991,0.3549794900639896,0.32096387391822623
tol,air,42,95,0.3813260621770261,0.17954709267033395,0.3207923713250184
oly,lor,65,38,0.3379113197434799,0.2801389778539403,0.320579617176618
oly,o,65,114,0.26808713342056545,0.4422600170170639,0.32033899849951497
oly,chos,65,42,0.29741654274313306,0.37351936241960676,0.32024738864607516
am,sheo,115,46,0.2842442990441433,0.40409470078693954,0.32019941956698217
qoty,air,84,95,0.39650833953227776,0.1413660643614183,0.31996565698101986
shedy,lor,255,38,0.31461475874497796,0.33231462146049967,0.3199247175596345
sho,d,118,53,0.3383258822163364,0.27693890293621176,0.319909788432299
kol,dam,35,59,0.29327786272050044,0.3820287239802081,0.31990312109841273
chor,sar,215,77,0.3324486297151202,0.2904340780863877,0.3198442642265004
cthey,shedy,47,255,0.3560456522623554,0.234190651616833,0.31948915206869866
cho,shedy,77,255,0.26469489994661766,0.4468964922695429,0.3193553776434952
shody,lor,50,38,0.35212588825032226,0.2427996858958119,0.3193280275439691
ody,kar,38,58,0.2992910670126346,0.3658779446132142,0.31926713029280845
shar,shedy,34,255,0.2987964628472412,0.36701733743515835,0.3192627252236163
d,cthor,53,45,0.3492561213964132,0.24901927385304254,0.319185067133402
kchy,ches,36,44,0.3233726998195389,0.3091471210379341,0.3191050261850574
shor,chedy,91,341,0.3455872014850102,0.2570736103146238,0.3190331241338943
kol,oly,35,65,0.3430386928528455,0.2628000843346807,0.31896711029739605
kal,qo,30,51,0.2791416879780108,0.41042443232342,0.31852651128163356
chdy,o,108,114,0.28208430361313463,0.4033046884393631,0.31845041906100313
shey,chos,344,42,0.2706535922602303,0.4285288464976451,0.3180161685314547
cheo,qol,75,147,0.3688497371932362,0.1992062234561711,0.31795668307211666
she,aly,41,39,0.2704813730373557,0.4279300031444873,0.31771596206949515
char,dam,79,59,0.292945601156924,0.37502881795170523,0.31757056619535834
kol,cheo,35,75,0.346014325745716,0.25067662911077465,0.3174130167552336
ain,chos,149,42,0.33861866113309663,0.2664288584394278,0.316961720324996
shckhy,lor,55,38,0.3220425013724723,0.30506724451454,0.3169499243150926
sal,shy,48,94,0.31164243188035656,0.32878779432831495,0.3167860406147441
shar,shcthy,34,30,0.31897310289882935,0.31127766320887973,0.3166644709918444
chdy,aly,108,39,0.27025177453177013,0.4246364057132492,0.31656716388621386
shody,kal,50,30,0.30779201806441203,0.33649667009455825,0.31640341367345587
oty,sol,114,63,0.32248162316211654,0.30197707384907824,0.31633025836820505
ches,sol,44,63,0.3437199207697262,0.25227535976162463,0.3162865524672957
dor,o,63,114,0.33389781787987893,0.275,0.31622847251591524
chol,sar,367,77,0.32125734816842,0.30392246015307867,0.3160568817638176
chor,air,215,95,0.26514900486852466,0.43468422464512785,0.3160095708015056
dam,kar,59,58,0.2782561240803789,0.4040854169041359,0.316004911927506
d,chcthy,53,84,0.31016290826176407,0.3292330275927905,0.315883944061072
she,chos,41,42,0.34716758064090075,0.24271195048676705,0.3158308915946606
ckhy,o,38,114,0.3025697151049566,0.34641016151377524,0.3157218490276022
lol,shedy,35,255,0.33502407010372964,0.26924244152420584,0.31528958152987246
tol,chl,42,33,0.3068951783365303,0.33371190623595715,0.3149401967063583
qo,aly,51,39,0.3407532311662863,0.2547041910591521,0.31493851913414606
shody,shckhy,50,55,0.3071613137221523,0.3328473901497357,0.3148671366504273
shor,kar,91,58,0.33020082316930105,0.2790068685465045,0.31484263678246205
dor,chedy,63,341,0.281967028819265,0.391469039528399,0.3148176320320052
oly,shcthy,65,30,0.281893000628095,0.39157066900960286,0.31479630114254736
shar,kchy,34,36,0.33148095368707964,0.27564734029977306,0.31473086967088765
ar,shckhy,449,55,0.3114163919122877,0.3217112712286268,0.31450485570718945
shody,o,50,114,0.2784263086273174,0.3984925297873176,0.3144461749753174
lol,chedy,35,341,0.3412588368381912,0.2513576668373997,0.3142884858379537
sor,shckhy,43,55,0.3322738698391721,0.27221548228745646,0.31425635357365744
sy,sol,40,63,0.31255242385885307,0.3181818181818182,0.31424124215574256
chol,sal,367,48,0.30820237966649516,0.32765723062442403,0.3140388349538738
shckhy,sar,55,77,0.2936071526304512,0.361648413809844,0.314019530984269
dor,air,63,95,0.3524265236480754,0.22354298331703412,0.313761461548763
cthol,key,55,33,0.36215324569055857,0.2006201565271271,0.3136933189415291
shar,qol,34,147,0.3392164456343267,0.25405201627943635,0.3136671168278596
chal,dam,59,59,0.33886448130579777,0.25483659659102953,0.31365611589136727
char,cthol,79,55,0.28108880556729066,0.3893111741417124,0.3135555161396172
tol,oty,42,114,0.3324827606000898,0.2692766226061611,0.31352091920191116
am,shor,115,91,0.32065601903967333,0.29608470987071067,0.3132846262889845
shar,lol,34,35,0.34078540076839686,0.24869535965276307,0.3131583884337067
sho,am,118,115,0.32628373510230274,0.2823448923245611,0.31310208226898023
tol,shckhy,42,55,0.34177177954647964,0.2459845805977939,0.3130356198618739
sho,chedy,118,341,0.29046848606247216,0.3649060755387136,0.31279976290534456
shol,shckhy,176,55,0.3135797884108413,0.31095303163165544,0.3127917613770855
sho,kar,118,58,0.3216466829253547,0.2917684097603826,0.31268320097586305
o,aly,114,39,0.23975366026786185,0.48271207660997,0.3126411851704943
char,sal,79,48,0.27814140324914144,0.3929897866435241,0.3125959182674562
cthy,chos,100,42,0.3363300311629575,0.2568272005403242,0.31247918197616753
chdy,chl,108,33,0.26715650545619796,0.41799225261217643,0.3124072296029915
ody,tar,38,43,0.2991797086557838,0.34324087940255066,0.31239805987981384
sal,qoky,48,137,0.3172119811710176,0.30114704100565615,0.31239249912140915
cthor,oly,45,65,0.32479818847689507,0.2832465246521764,0.31233268932947944
chor,am,215,115,0.2618578789276044,0.42997309785551746,0.3122924446059783
ckhey,sal,32,48,0.3293035561058757,0.2724772988672779,0.31225567893429634
chody,sal,80,48,0.29130694460241996,0.3608735770540904,0.3121769343379211
tol,lor,42,38,0.32670919327777803,0.27800361776778265,0.3120975206247794
qo,shor,51,91,0.3177778294166827,0.2984846947536454,0.31198988901777147
r,sheo,196,46,0.3244484316500198,0.28156096888350884,0.3115821928200665
chy,am,197,115,0.2792476844850436,0.38682250825680997,0.31152013161657355
sheo,sar,46,77,0.3296862835538494,0.26794754351542277,0.31116466154232136
qoky,chl,137,33,0.34259937976895216,0.23780828644199606,0.3111620517708653
r,shedy,196,255,0.2621875643652618,0.4254154129444791,0.31115591893902694
shar,chody,34,80,0.261071888133174,0.42764678579291904,0.3110443574310975
shol,am,176,115,0.28801786142856184,0.36463182626527846,0.31100205087957683
shar,she,34,41,0.31683995347292104,0.29654621085492516,0.31075183068752227
am,lol,115,35,0.3644765076286299,0.1851062301801485,0.31066542439408545
sal,oly,48,65,0.291471318402429,0.35541528157802593,0.3106545073551081
o,qol,114,147,0.34432741351309437,0.23154194008887619,0.3104917714858289
ain,dy,149,204,0.36242887633758264,0.1890264908788034,0.31040816069994887
shor,key,91,33,0.3460739272260923,0.22714553049650757,0.3103954082072169
sho,ches,118,44,0.29183493904253455,0.3536529207422365,0.3103803335524451
qoty,cheo,84,75,0.3306676022815078,0.26293818809725256,0.31034877802623123
cho,shckhy,77,55,0.2967689350499044,0.34131438156095,0.31013256900321806
chol,shedy,367,255,0.27648203562166335,0.38862381766574255,0.3101245702348871
shody,cheo,50,75,0.3098170504486017,0.3096015056072146,0.30975238699618557
cthor,tar,45,43,0.3434127286971717,0.2308190737502406,0.3096346322130924
or,cthor,390,45,0.29129519031618106,0.3519682050399478,0.3094970947333111
char,shckhy,79,55,0.28393037274699,0.3684105660151212,0.30927443072742933
ckhy,ches,38,44,0.343881651498519,0.22807568594332553,0.30913986183196096
shar,ody,34,38,0.31498894977292907,0.2954116298672168,0.30911575380121536
chal,d,59,53,0.29694092356871316,0.33646214241711,0.3087972892232322
chy,aly,197,39,0.28446698070299686,0.3653904851958253,0.3087440320508454
kol,aly,35,39,0.3619713284645423,0.18448439146733978,0.30872524736538154
